Longitude (x),Latitude (y),Station Name,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
-79.4,43.63,TORONTO CITY CENTRE,2020-10-04,2020,10,4,12.6,8.0,10.3,7.7,0.0,,,1.8,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-10-05,2020,10,5,14.6,7.9,11.3,6.7,0.0,,,0.0,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-10-06,2020,10,6,15.5,8.1,11.8,6.2,0.0,,,0.0,,20.0,37.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-07,2020,10,7,19.3,9.6,14.5,3.5,0.0,,,2.5,,30.0,74.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-08,2020,10,8,12.9,6.7,9.8,8.2,0.0,,,1.4,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-10-09,2020,10,9,14.3,4.3,9.3,8.7,0.0,,,0.0,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-10-10,2020,10,10,21.1,10.1,15.6,2.4,0.0,,,0.0,,31.0,46.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-11,2020,10,11,11.0,7.2,9.1,8.9,0.0,,,0.0,,5.0,50.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-12,2020,10,12,15.6,8.3,12.0,6.0,0.0,,,0.2,,6.0,52.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-13,2020,10,13,18.5,9.2,13.9,4.1,0.0,,,5.5,,29.0,42.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-14,2020,10,14,15.1,8.4,11.8,6.2,0.0,,,0.0,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-10-15,2020,10,15,15.1,9.4,12.3,5.7,0.0,,,10.2,,23.0,54.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-16,2020,10,16,12.3,5.1,8.7,9.3,0.0,,,0.0,,26.0,41.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-17,2020,10,17,13.8,4.7,9.3,8.7,0.0,,,0.0,,21.0,55.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-18,2020,10,18,13.6,7.2,10.4,7.6,0.0,,,2.0,,34.0,42.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-19,2020,10,19,8.6,6.9,7.8,10.2,0.0,,,4.4,,1.0,37.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-20,2020,10,20,12.1,6.8,9.5,8.5,0.0,,,2.0,,7.0,37.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-21,2020,10,21,17.6,7.4,12.5,5.5,0.0,,,5.5,,27.0,58.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-22,2020,10,22,12.3,8.9,10.6,7.4,0.0,,,3.0,,8.0,37.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-23,2020,10,23,20.7,9.4,15.1,2.9,0.0,,,3.9,,27.0,76.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-24,2020,10,24,9.4,4.1,6.8,11.2,0.0,,,0.0,,29.0,48.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-25,2020,10,25,7.7,3.4,5.6,12.4,0.0,,,0.0,,5.0,48.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-26,2020,10,26,8.8,4.3,6.6,11.4,0.0,,,1.5,,7.0,46.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-27,2020,10,27,7.6,4.2,5.9,12.1,0.0,,,6.7,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-10-28,2020,10,28,12.3,4.7,8.5,9.5,0.0,,,0.0,,23.0,45.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-29,2020,10,29,11.0,3.0,7.0,11.0,0.0,,,0.0,,5.0,45.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-30,2020,10,30,3.5,-1.4,1.1,16.9,0.0,,,0.0,,29.0,35.0
-79.4,43.63,TORONTO CITY CENTRE,2020-10-31,2020,10,31,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-01,2020,11,1,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-02,2020,11,2,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-03,2020,11,3,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-04,2020,11,4,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-05,2020,11,5,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-06,2020,11,6,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-07,2020,11,7,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-08,2020,11,8,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-09,2020,11,9,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-10,2020,11,10,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-11,2020,11,11,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-12,2020,11,12,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-13,2020,11,13,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-14,2020,11,14,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-15,2020,11,15,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-16,2020,11,16,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-17,2020,11,17,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-18,2020,11,18,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-19,2020,11,19,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-20,2020,11,20,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-21,2020,11,21,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-22,2020,11,22,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-23,2020,11,23,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-24,2020,11,24,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-25,2020,11,25,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-26,2020,11,26,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-27,2020,11,27,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-28,2020,11,28,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-29,2020,11,29,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-11-30,2020,11,30,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-01,2020,12,1,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-02,2020,12,2,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-03,2020,12,3,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-04,2020,12,4,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-05,2020,12,5,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-06,2020,12,6,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-07,2020,12,7,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-08,2020,12,8,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-09,2020,12,9,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-10,2020,12,10,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-11,2020,12,11,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-12,2020,12,12,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-13,2020,12,13,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-14,2020,12,14,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-15,2020,12,15,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-16,2020,12,16,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-17,2020,12,17,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-18,2020,12,18,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-19,2020,12,19,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-20,2020,12,20,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-21,2020,12,21,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-22,2020,12,22,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-23,2020,12,23,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-24,2020,12,24,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-25,2020,12,25,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-26,2020,12,26,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-27,2020,12,27,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-28,2020,12,28,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-29,2020,12,29,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-30,2020,12,30,,,,,,,,,,,
-79.4,43.63,TORONTO CITY CENTRE,2020-12-31,2020,12,31,,,,,,,,,,,
